      0.4452054795E+00      0.7908907797E-02
      0.3630136986E+00      0.1977226949E-01
      0.4212328767E+00      0.4745344678E-01
      0.4794520548E+00      0.7513462407E-01
      0.2226027397E+00      0.3954453899E-02
      0.2808219178E+00      0.3163563119E-01
      0.3390410959E+00      0.5931680848E-01
      0.3972602740E+00      0.8699798577E-01
      0.4554794521E+00      0.1146791631E+00
      0.1404109589E+00      0.1581781559E-01
      0.1986301370E+00      0.4349899288E-01
      0.2568493151E+00      0.7118017017E-01
      0.3150684932E+00      0.9886134746E-01
      0.3732876712E+00      0.1265425248E+00
      0.4315068493E+00      0.1542237020E+00
      0.4897260274E+00      0.1819048793E+00
      0.5821917808E-01      0.2768117729E-01
      0.1164383562E+00      0.5536235458E-01
      0.1746575342E+00      0.8304353187E-01
      0.2328767123E+00      0.1107247092E+00
      0.2910958904E+00      0.1384058864E+00
      0.3493150685E+00      0.1660870637E+00
      0.4075342466E+00      0.1937682410E+00
      0.4657534247E+00      0.2214494183E+00
