      0.4762470309E+00      0.1371378312E-02
      0.4049881235E+00      0.5485513246E-02
      0.4536817102E+00      0.3154170117E-01
      0.3337292162E+00      0.9599648181E-02
      0.3824228029E+00      0.3565583610E-01
      0.4311163895E+00      0.6171202402E-01
      0.4798099762E+00      0.8776821194E-01
      0.2624703088E+00      0.1371378312E-01
      0.3111638955E+00      0.3976997104E-01
      0.3598574822E+00      0.6582615896E-01
      0.4085510689E+00      0.9188234688E-01
      0.4572446556E+00      0.1179385348E+00
      0.1912114014E+00      0.1782791805E-01
      0.2399049881E+00      0.4388410597E-01
      0.2885985748E+00      0.6994029389E-01
      0.3372921615E+00      0.9599648181E-01
      0.3859857482E+00      0.1220526697E+00
      0.4346793349E+00      0.1481088577E+00
      0.4833729216E+00      0.1741650456E+00
      0.1199524941E+00      0.2194205299E-01
      0.1686460808E+00      0.4799824091E-01
      0.2173396675E+00      0.7405442883E-01
      0.2660332542E+00      0.1001106167E+00
      0.3147268409E+00      0.1261668047E+00
      0.3634204276E+00      0.1522229926E+00
      0.4121140143E+00      0.1782791805E+00
      0.4608076010E+00      0.2043353684E+00
      0.4869358670E-01      0.2605618792E-01
      0.9738717340E-01      0.5211237584E-01
      0.1460807601E+00      0.7816856376E-01
      0.1947743468E+00      0.1042247517E+00
      0.2434679335E+00      0.1302809396E+00
      0.2921615202E+00      0.1563371275E+00
      0.3408551069E+00      0.1823933154E+00
      0.3895486936E+00      0.2084495034E+00
      0.4382422803E+00      0.2345056913E+00
      0.4869358670E+00      0.2605618792E+00
