      0.4352078240E+00      0.1411614350E-02
      0.4816625917E+00      0.1129291480E-01
      0.2408312958E+00      0.5646457400E-02
      0.2872860636E+00      0.1552775785E-01
      0.3337408313E+00      0.2540905830E-01
      0.3801955990E+00      0.3529035875E-01
      0.4266503667E+00      0.4517165920E-01
      0.4731051345E+00      0.5505295965E-01
      0.4645476773E-01      0.9881300451E-02
      0.9290953545E-01      0.1976260090E-01
      0.1393643032E+00      0.2964390135E-01
      0.1858190709E+00      0.3952520180E-01
      0.2322738386E+00      0.4940650225E-01
      0.2787286064E+00      0.5928780270E-01
      0.3251833741E+00      0.6916910315E-01
      0.3716381418E+00      0.7905040361E-01
      0.4180929095E+00      0.8893170406E-01
      0.4645476773E+00      0.9881300451E-01
      0.1308068460E+00      0.7340394621E-01
      0.1772616137E+00      0.8328524666E-01
      0.2237163814E+00      0.9316654711E-01
      0.2701711491E+00      0.1030478476E+00
      0.3166259169E+00      0.1129291480E+00
      0.3630806846E+00      0.1228104485E+00
      0.4095354523E+00      0.1326917489E+00
      0.4559902200E+00      0.1425730494E+00
      0.2616136919E+00      0.1468078924E+00
      0.3080684597E+00      0.1566891929E+00
      0.3545232274E+00      0.1665704933E+00
      0.4009779951E+00      0.1764517938E+00
      0.4474327628E+00      0.1863330942E+00
      0.4938875306E+00      0.1962143947E+00
      0.3924205379E+00      0.2202118386E+00
      0.4388753056E+00      0.2300931391E+00
      0.4853300733E+00      0.2399744395E+00
