      0.4830220713E+00      0.6861548191E-02
      0.3522920204E+00      0.1960442340E-02
      0.3921901528E+00      0.1470331755E-01
      0.4320882852E+00      0.2744619276E-01
      0.4719864177E+00      0.4018906797E-01
      0.2614601019E+00      0.9802211701E-02
      0.3013582343E+00      0.2254508691E-01
      0.3412563667E+00      0.3528796212E-01
      0.3811544992E+00      0.4803083733E-01
      0.4210526316E+00      0.6077371255E-01
      0.4609507640E+00      0.7351658776E-01
      0.1307300509E+00      0.4901105851E-02
      0.1706281834E+00      0.1764398106E-01
      0.2105263158E+00      0.3038685627E-01
      0.2504244482E+00      0.4312973148E-01
      0.2903225806E+00      0.5587260670E-01
      0.3302207131E+00      0.6861548191E-01
      0.3701188455E+00      0.8135835712E-01
      0.4100169779E+00      0.9410123233E-01
      0.4499151104E+00      0.1068441075E+00
      0.4898132428E+00      0.1195869828E+00
      0.3989813243E-01      0.1274287521E-01
      0.7979626486E-01      0.2548575042E-01
      0.1196943973E+00      0.3822862563E-01
      0.1595925297E+00      0.5097150085E-01
      0.1994906621E+00      0.6371437606E-01
      0.2393887946E+00      0.7645725127E-01
      0.2792869270E+00      0.8920012648E-01
      0.3191850594E+00      0.1019430017E+00
      0.3590831919E+00      0.1146858769E+00
      0.3989813243E+00      0.1274287521E+00
      0.4388794567E+00      0.1401716273E+00
      0.4787775891E+00      0.1529145025E+00
      0.1485568761E+00      0.8429902063E-01
      0.1884550085E+00      0.9704189584E-01
      0.2283531409E+00      0.1097847711E+00
      0.2682512733E+00      0.1225276463E+00
      0.3081494058E+00      0.1352705215E+00
      0.3480475382E+00      0.1480133967E+00
      0.3879456706E+00      0.1607562719E+00
      0.4278438031E+00      0.1734991471E+00
      0.4677419355E+00      0.1862420223E+00
      0.2971137521E+00      0.1685980413E+00
      0.3370118846E+00      0.1813409165E+00
      0.3769100170E+00      0.1940837917E+00
      0.4168081494E+00      0.2068266669E+00
      0.4567062818E+00      0.2195695421E+00
      0.4966044143E+00      0.2323124173E+00
      0.4456706282E+00      0.2528970619E+00
      0.4855687606E+00      0.2656399371E+00
