      0.4651162791E+00      0.6713375223E-02
      0.3604651163E+00      0.2685350089E-01
      0.4360465116E+00      0.6042037701E-01
      0.1802325581E+00      0.1342675045E-01
      0.2558139535E+00      0.4699362656E-01
      0.3313953488E+00      0.8056050268E-01
      0.4069767442E+00      0.1141273788E+00
      0.4825581395E+00      0.1476942549E+00
      0.7558139535E-01      0.3356687612E-01
      0.1511627907E+00      0.6713375223E-01
      0.2267441860E+00      0.1007006283E+00
      0.3023255814E+00      0.1342675045E+00
      0.3779069767E+00      0.1678343806E+00
      0.4534883721E+00      0.2014012567E+00
