      0.4640287770E+00      0.1246079718E-01
      0.3273381295E+00      0.2076799529E-02
      0.3687050360E+00      0.1661439624E-01
      0.4100719424E+00      0.3115199294E-01
      0.4514388489E+00      0.4568958965E-01
      0.4928057554E+00      0.6022718635E-01
      0.2320143885E+00      0.6230398588E-02
      0.2733812950E+00      0.2076799529E-01
      0.3147482014E+00      0.3530559200E-01
      0.3561151079E+00      0.4984318871E-01
      0.3974820144E+00      0.6438078541E-01
      0.4388489209E+00      0.7891838212E-01
      0.4802158273E+00      0.9345597883E-01
      0.1366906475E+00      0.1038399765E-01
      0.1780575540E+00      0.2492159435E-01
      0.2194244604E+00      0.3945919106E-01
      0.2607913669E+00      0.5399678777E-01
      0.3021582734E+00      0.6853438447E-01
      0.3435251799E+00      0.8307198118E-01
      0.3848920863E+00      0.9760957788E-01
      0.4262589928E+00      0.1121471746E+00
      0.4676258993E+00      0.1266847713E+00
      0.4136690647E-01      0.1453759671E-01
      0.8273381295E-01      0.2907519341E-01
      0.1241007194E+00      0.4361279012E-01
      0.1654676259E+00      0.5815038682E-01
      0.2068345324E+00      0.7268798353E-01
      0.2482014388E+00      0.8722558024E-01
      0.2895683453E+00      0.1017631769E+00
      0.3309352518E+00      0.1163007736E+00
      0.3723021583E+00      0.1308383704E+00
      0.4136690647E+00      0.1453759671E+00
      0.4550359712E+00      0.1599135638E+00
      0.4964028777E+00      0.1744511605E+00
      0.1942446043E+00      0.1059167760E+00
      0.2356115108E+00      0.1204543727E+00
      0.2769784173E+00      0.1349919694E+00
      0.3183453237E+00      0.1495295661E+00
      0.3597122302E+00      0.1640671628E+00
      0.4010791367E+00      0.1786047595E+00
      0.4424460432E+00      0.1931423562E+00
      0.4838129496E+00      0.2076799529E+00
      0.3471223022E+00      0.1972959553E+00
      0.3884892086E+00      0.2118335520E+00
      0.4298561151E+00      0.2263711487E+00
      0.4712230216E+00      0.2409087454E+00
