      0.4208416834E+00      0.3471043703E-02
      0.4639278557E+00      0.1619820395E-01
      0.2805611222E+00      0.2314029135E-02
      0.3236472946E+00      0.1504118938E-01
      0.3667334669E+00      0.2776834962E-01
      0.4098196393E+00      0.4049550986E-01
      0.4529058116E+00      0.5322267011E-01
      0.4959919840E+00      0.6594983035E-01
      0.1402805611E+00      0.1157014568E-02
      0.1833667335E+00      0.1388417481E-01
      0.2264529058E+00      0.2661133505E-01
      0.2695390782E+00      0.3933849530E-01
      0.3126252505E+00      0.5206565554E-01
      0.3557114228E+00      0.6479281578E-01
      0.3987975952E+00      0.7751997602E-01
      0.4418837675E+00      0.9024713627E-01
      0.4849699399E+00      0.1029742965E+00
      0.4308617234E-01      0.1272716024E-01
      0.8617234469E-01      0.2545432049E-01
      0.1292585170E+00      0.3818148073E-01
      0.1723446894E+00      0.5090864097E-01
      0.2154308617E+00      0.6363580121E-01
      0.2585170341E+00      0.7636296146E-01
      0.3016032064E+00      0.8909012170E-01
      0.3446893788E+00      0.1018172819E+00
      0.3877755511E+00      0.1145444422E+00
      0.4308617234E+00      0.1272716024E+00
      0.4739478958E+00      0.1399987627E+00
      0.1613226453E+00      0.8793310713E-01
      0.2044088176E+00      0.1006602674E+00
      0.2474949900E+00      0.1133874276E+00
      0.2905811623E+00      0.1261145879E+00
      0.3336673347E+00      0.1388417481E+00
      0.3767535070E+00      0.1515689083E+00
      0.4198396794E+00      0.1642960686E+00
      0.4629258517E+00      0.1770232288E+00
      0.3226452906E+00      0.1758662143E+00
      0.3657314629E+00      0.1885933745E+00
      0.4088176353E+00      0.2013205347E+00
      0.4519038076E+00      0.2140476950E+00
      0.4949899800E+00      0.2267748552E+00
      0.4408817635E+00      0.2510721612E+00
      0.4839679359E+00      0.2637993214E+00
