      0.4772117962E+00      0.6191423798E-02
      0.3579088472E+00      0.4643567849E-02
      0.4088471850E+00      0.2476569519E-01
      0.4597855228E+00      0.4488782254E-01
      0.2386058981E+00      0.3095711899E-02
      0.2895442359E+00      0.2321783924E-01
      0.3404825737E+00      0.4333996659E-01
      0.3914209115E+00      0.6346209393E-01
      0.4423592493E+00      0.8358422128E-01
      0.4932975871E+00      0.1037063486E+00
      0.1193029491E+00      0.1547855950E-02
      0.1702412869E+00      0.2166998329E-01
      0.2211796247E+00      0.4179211064E-01
      0.2721179625E+00      0.6191423798E-01
      0.3230563003E+00      0.8203636533E-01
      0.3739946381E+00      0.1021584927E+00
      0.4249329759E+00      0.1222806200E+00
      0.4758713137E+00      0.1424027474E+00
      0.5093833780E-01      0.2012212734E-01
      0.1018766756E+00      0.4024425469E-01
      0.1528150134E+00      0.6036638203E-01
      0.2037533512E+00      0.8048850938E-01
      0.2546916890E+00      0.1006106367E+00
      0.3056300268E+00      0.1207327641E+00
      0.3565683646E+00      0.1408548914E+00
      0.4075067024E+00      0.1609770188E+00
      0.4584450402E+00      0.1810991461E+00
      0.2882037534E+00      0.1594291628E+00
      0.3391420912E+00      0.1795512902E+00
      0.3900804290E+00      0.1996734175E+00
      0.4410187668E+00      0.2197955448E+00
      0.4919571046E+00      0.2399176722E+00
